severity,category,file,line,summary,evidence,fix
high,congruenza,ru/license-guide.html,522,Trial dichiarato 30 giorni invece di 15,'Prova gratuita di 30 giorni inclusa'; FAQ 'prova gratuita di 30 giorni con tutte le funzioni Pro su 3 dispositivi'; CTA 'Inizia con la prova gratuita di 30 giorni',Trial = 15 giorni
high,traduzione,ru/support.html,6,Title e meta description in INGLESE su pagina lang=ru,"<title>Support · AdOff Ad Blocker | Get Help</title>; description 'Need help with AdOff? Contact our support team. Bug reports, feature requests, license issues.'",Title e meta in russo
high,claim-contraddittorio,salesletter.html,1815,"Garanzia dichiara '30 giorni Pro gratis' mentre il trial reale è 15 giorni (contraddice hero, FAQ e SSOT).","<strong>30 giorni Pro gratis</strong>, nessuna carta di credito, nessun rinnovo automatico.",'15 giorni Pro gratis'
high,claim-contraddittorio,terms.html,119,"Il riepilogo cita licenze 'lifetime' come valide per sempre, ma l'SSOT stabilisce che NON esiste (né esiste mai stato ufficialmente) alcun piano Lifetime nel catalogo corrente",Previously issued lifetime licenses remain valid forever for the original purchaser.,"Rimuovere il riferimento alle licenze lifetime (SSOT: nessun piano Lifetime esiste); se davvero esistono grandfathered legacy, verificarne l'esistenza reale, altrimenti eliminare la frase"
high,claim-contraddittorio,terms.html,178,"La sezione pricing ripete il claim delle 'previously issued lifetime licenses', in contraddizione con l'SSOT che nega l'esistenza del piano Lifetime",Previously issued lifetime licenses (no longer offered for new purchases) were a one-time purchase. They remain valid for the lifetime of the AdOff product for the original purchaser and are non-trans,Rimuovere il paragrafo sulle lifetime licenses per coerenza con l'SSOT (nessun Lifetime); mantenere solo mensile/annuale
high,prezzo,tr/best-ad-blocker-2026.html,716,"Testo FAQ visibile ripete trial 30 giorni e annuale 19,99€ per i primi 100 Founder","'AdOff ... 30 günlük tam Pro denemesi sunar. Pro plan ... ilk 100 Founder için ayda 2,99 EUR veya yılda 19,99 EUR'dur'; CTA 'AdOff'u 30 gün ücretsiz deneyin'","Trial 15 giorni; annuale 29,99€"
high,versione,tr/guide.html,290,Versione hardcoded stantia v3.1.0 con data '19 Nisan 2026' (SSOT reale = 3.5.36),"<p class=""guide-version"">AdOff v3.1.0 — Son guncelleme: 19 Nisan 2026</p>",Allineare a 3.5.36 o leggere da runtime; comunque non stantia
high,congruenza,tr/guide.html,330,Dichiara solo '6 lingue' (IT/EN/DE/FR/ES/PT) mentre SSOT languages=15; tabella lingue mostra solo 6 righe,"'6 dil: Italyanca, Ingilizce, Almanca, Fransizca, Ispanyolca, Portekizce'; sezione Diller elenca solo 6 lingue con stato 'Tam'",Aggiornare a 15 lingue e completare la tabella
high,link-morto,tr/index.html,260,Link a pricing.html che NON esiste nella cartella tr/ → 404 (Premium CTA e 'confronta tutti i piani'),"<a class=""btn btn--outline"" ... href=""pricing.html"">Premium'u keşfet</a> e <a class=""btn btn--ghost"" ... href=""pricing.html"">Tüm planları karşılaştır →</a>",Creare tr/pricing.html o correggere il link; nella cartella tr/ non esiste pricing.html
high,prezzo,tr/install.html,314,"Trial dichiarato di 30 giorni invece di 15 (title, meta, banner, subtitle)",title 'Ücretsiz 30 günlük Pro deneme'; banner 'İlk Erişim: 30 Gün Pro Ücretsiz' e 'Kredi kartı gerekmez. ... 30 gün sonra devam etmeyi...'; twitter '30 günlük Pro deneme',Il trial è di 15 giorni
high,versione,tr/install.html,487,Versione hardcoded stantia v3.4.6 nelle info download (SSOT reale = 3.5.36),'v3.4.6 &middot; ultra-leggera &middot; Tutte le feature' (Chrome/Firefox/Safari ZIP info),Rimuovere il version literal o allinearlo a 3.5.36 (la versione non va hardcoded)
high,prezzo,tr/license-guide.html,792,Trial dichiarato di 30 giorni invece di 15 (SSOT trial_days=15),'Prova gratuita di 30 giorni inclusa' (ripetuto più volte); 'avvia automaticamente una prova gratuita di 30 giorni con tutte le funzioni Pro su 3 dispositivi',Il trial è di 15 giorni
high,link-morto,tr/license-guide.html,827,CTA punta a https://adoff.app/#pricing (ancora inesistente su root) invece della pagina pricing corretta,"<a href=""https://adoff.app/#pricing"" class=""btn-primary"">Vedi i piani di prezzo &rarr;</a>",Puntare a /tr/pricing.html (una volta creata) o alla pricing valida
high,traduzione,tr/support.html,6,"Titolo, meta description e og:title mescolano turco e inglese; description in inglese","title 'Destek · AdOff Ad Blocker | Yardım Alın'; description 'Need help with AdOff? Contact our Destek team. Bug reports, feature requests, Lisans issues.'; og:title 'Support · AdOff'","Meta interamente in turco, coerenti"
high,claim-contraddittorio,unique-tech.html,510,"Trial dichiarato 30 giorni, ma SSOT (e il JSON-LD della stessa pagina) dice 15 giorni",30 giorni di accesso Pro completo. Nessuna carta di credito.,15 giorni di accesso Pro completo (coerente con trial=15gg e con il JSON-LD riga 95)
high,testo-illeggibile,unique-tech.html,9,Titolo grammaticalmente rotto: 'Nessun Ha' invece di 'Nessun Altro Ha',<title>Cosa Rende AdOff Unico: 5 Tecnologie che Nessun Ha</title>,Cosa Rende AdOff Unico: 5 Tecnologie che Nessun Altro Ha
high,testo-illeggibile,unique-tech.html,29,og:title rotto: 'Nessun Ha' invece di 'Nessun Altro Ha',"content=""Cosa Rende AdOff Unico: 5 Tecnologie che Nessun Ha""",Cosa Rende AdOff Unico: 5 Tecnologie che Nessun Altro Ha
high,congruenza,zh/best-ad-blocker-2026.html,214,"Trial dichiarato 30 giorni ripetuto (JSON-LD FAQ, testo FAQ, CTA) — SSOT=15",并提供 30 天完整 Pro 试用 ... 免费试用 AdOff 30 天,"Trial = 15 giorni in tutti i punti (righe 166,214,366,713,743,749,750)"
high,congruenza,zh/guide.html,363,Trial dichiarato 30 giorni in più punti (SSOT=15),30天 Pro 试用自动激活,Trial = 15 giorni (anche riga 392 '免费试用 Pro 30天')
high,congruenza,zh/guide.html,330,Dichiara solo 6 lingue (SSOT=15),支持 6 种语言：意大利语、英语、德语、法语、西班牙语、葡萄牙语,15 lingue supportate
high,link-morto,zh/index.html,260,Link relativo href='pricing.html' punta a zh/pricing.html che NON esiste (404); pricing.html esiste solo alla root,"<a class=""btn btn--outline"" ... href=""pricing.html"">了解 Premium</a> e riga 264 href=""pricing.html"" 对比所有套餐",Puntare a /pricing.html (root) o creare zh/pricing.html — attualmente 404
high,congruenza,zh/install.html,314,Trial dichiarato 30 giorni ripetuto ovunque (SSOT=15),首次安装：30 天免费专业版 ... 30 天后，您可以选择继续使用或降级,"Trial = 15 giorni (righe 7,11,16,314,315,875,943)"
high,versione,zh/install.html,487,Versione ZIP hardcoded obsoleta v3.4.6 (SSOT=3.5.36),"v3.4.6 · 超轻量 · 所有功能 (ripetuto righe 487,497,507)",Aggiornare a 3.5.36 o rendere dinamico
high,congruenza,zh/license-guide.html,792,Trial dichiarato 30 giorni (SSOT=15),每个新安装会自动启动30 天免费试用，包括所有专业功能在 3 台设备上,Trial = 15 giorni; rimuovere '在 3 台设备上'
high,congruenza,zh/license-guide.html,652,Step di attivazione basato su device tier (3/5/10) inesistente,然后选择您需要的设备层级（3、5 或 10）,Rimuovere il riferimento ai device tier
high,traduzione,zh/support.html,240,"Messaggi utente JS interamente in inglese in pagina cinese (validazione, successo, errori)",'Please wait a moment before submitting.' / 'Complete the anti-bot verification before submitting.' / 'Ticket submitted!' / 'We will respond to ... within 24 hours' / 'Submit Ticket' / 'Connection err,"Tradurre in cinese tutte le stringhe utente JS (righe 240,251,256,287,291-293,298,300)"
medium,link-morto,about.html,137,"Il CTA 'Install AdOff' punta all'ancora /#pricing che non esiste nella homepage (index.html ha solo gli ID adoff-footer, prima-dopo, site-nav): il click resta in cima alla home invece di portare a prezzi/installazione.","<a href=""/#pricing"" class=""btn btn--primary"">Install AdOff</a>","Puntare a un target realmente esistente sulla homepage (aggiungere id=""pricing"" alla sezione prezzi di index.html) oppure a /install.html / #prima-dopo. Nota: lo stesso #pricing morto è usato anche da"
medium,versione,accessibility.html,92,Versione hardcoded 3.5.7 diversa dalla versione reale SSOT 3.5.36,passed the same automated WCAG 2.x A/AA audit as of version 3.5.7,"Aggiornare a 3.5.36 (o rendere dinamico/generico), la versione reale da constants.json e 3.5.36"
medium,claim-contraddittorio,account.html,573,La UI puo' mostrare il tipo licenza 'Pro Lifetime' ma il piano Lifetime non esiste piu' nel catalogo SSOT (solo mensile/annuale/Premium).,"const expiry = lic.type === ""lifetime"" ? ""Lifetime"" : ... <div class=""type"">${lic.type === ""lifetime"" ? ""Pro Lifetime"" : ...}</div>","Rimuovere/aggiornare la label 'Pro Lifetime' (righe 569 e 573) coerentemente con l'assenza del piano Lifetime, oppure confermare che serve solo a rendere licenze lifetime storiche gia' emesse."
medium,gui-layout,account.html,29,Box-shadow della card e' calibrata per dark (opacita' 0.4) e risulta troppo pesante/innaturale sul bg chiaro del tema light di default,"--shadow: 0 4px 24px rgba(0,0,0,0.4); (bg light --bg: #f7f7fb)","Rendere --shadow tema-aware: ombra leggera in light (es. 0 4px 24px rgba(0,0,0,0.08)) e forte in dark"
medium,testo-illeggibile,account.html,168,"La chiave licenza usa sfondo scuro fisso rgba(0,0,0,0.3) ma eredita color var(--text): in light mode testo scuro su sfondo scuro-trasparente, contrasto basso",".license-card .key { background: rgba(0,0,0,0.3); } senza color esplicito, eredita --text (#1a1a2e in light)",Rendere lo sfondo della key tema-aware o forzare color chiaro sulla key con sfondo scuro
medium,gui-layout,account.html,433,"showActivationForm/showResetForm inseriscono la nuova card con container.after() ma poi nascondono loginCard.parentElement (il body) con display:none, nascondendo anche la card appena creata","container.after(activationCard); loginCard.parentElement.style.display = ""none""; (activationCard e' figlio dello stesso parent)",Non nascondere il parent; nascondere solo le card di login/register/account (gia' fatto con .hidden) e lasciare visibile la nuova card
medium,claim-contraddittorio,affiliati.html,387,"FAQ ripete 30 giorni per il cookie, in contraddizione con lo step 2 che indica 15 giorni",30 giorni. Se qualcuno clicca il tuo link e acquista entro 30 giorni,Rendere coerente con l'unica durata cookie decisa per tutta la pagina
medium,claim-contraddittorio,affiliati.html,437,"Termini indicano validità cookie 30 giorni, in contraddizione con lo step 2 (15 giorni)",Validita' 30 giorni dalla visita.,Uniformare la durata del cookie in tutta la pagina
medium,claim-contraddittorio,affiliati.html,330,"Payout descritto come 'senza minimo' e 'richiesta manuale' ma i termini (riga 434) aggiungono 'trasferimento al primo di ogni mese', creando descrizioni di payout incoerenti tra sezioni",Payout tramite richiesta manuale al support (senza minimo),Definire un unico modello di payout coerente (tempistiche e modalità) e ripeterlo identico in benefit/FAQ/termini
medium,claim-contraddittorio,affiliati.html,395,FAQ payout dice 'trasferimento entro 5 giorni lavorativi' mentre i termini (riga 434) dicono 'al primo di ogni mese': tempistiche di pagamento contraddittorie,"Payout: richiedi al support quando vuoi, trasferimento entro 5 giorni lavorativi.",Allineare le tempistiche di payout tra FAQ e sezione Termini
medium,link-morto,affiliati.html,505,Il bottone 'Registrati Ora' porta alla home '/' invece che a una pagina di registrazione affiliati; nessun endpoint di registrazione reale,window.location.href = '/';,Puntare alla pagina/flow di registrazione account effettivo (es. /account/ o /register) coerente con la promessa 'ricevi il tuo codice affiliato entro 5 minuti'
medium,testo-illeggibile,android-ad-blocker.html,9,Title tag troncato a metà frase: manca il complemento dopo 'Your',<title>Ad Blocker for Android: How to Block Ads in Your | AdOff</title>,"Completare la frase, es. 'How to Block Ads in Your Browser' o simile"
medium,congruenza,android.html,159,"Trust strip e meta description dichiarano '200+ domains blocked', in contrasto con le 144 regole network della SSOT",200+ domains blocked,Verificare/allineare al numero reale (SSOT: 144 regole network); evitare claim '200+' non supportato
medium,versione,android.html,280,"Versione hardcoded v1.0.0 nel link APK e nel tag release, incongruente con la versione reale 3.5.36","https://github.com/eroslifestyle/adoff/releases/download/v1.0.0/app-release.apk ... releases/tag/v1.0.0"">v1.0.0",Rimuovere la versione hardcoded o allinearla alla release reale; la versione non va hardcoded (SSOT 3.5.36)
medium,versione,android.html,362,Versione hardcoded v1.0.0 anche nel CTA finale di download APK,releases/download/v1.0.0/app-release.apk,Rimuovere/allineare la versione hardcoded (non deve differire dalla versione reale)
medium,congruenza,ar/guide.html,602,Conteggio regole di rete errato: dice 'oltre 120 regole'; il numero reale e' 144.,riga 602: 'تغطي أكثر من 120 قاعدة شبكات الإعلانات الرئيسية',Aggiornare a 144 regole
medium,congruenza,ar/guide.html,367,Formato referral code incongruente col resto del sito (ADO-XXXXX invece del formato standard); da verificare vs SSOT.,"righe 367,528: 'رمز إحالة فريد (بالصيغة: ADO-XXXXX)'",Allineare il formato del codice referral a quello reale usato dall'estensione
medium,traduzione,ar/index.html,242,Testo non tradotto: unita' di prezzo '/ mese' rimasta in italiano dentro le pricing card arabe.,"riga 242: '2,99€ <small>/ mese</small>'; riga 253: '4,99€ <small>/ mese</small>'",Tradurre in arabo '/شهر' (o /شهرياً) coerentemente con la nota che gia' usa 'شهريًا'
medium,gui-layout,ar/index.html,3,"Regola 'nuclear center' RTL in style.css forza text-align:center !important su quasi tutti gli elementi del body in dir=rtl, annullando l'allineamento a destra naturale dell'arabo: liste con checkmark, sottotitoli e paragrafi lunghi risultano centrati invece che allineati a destra.","style.css:2103  html[dir=""rtl""] body *:not(table)...:not(.compare__table *){ text-align:center !important; } + style.css:2082-2083 html[dir=""rtl""] body * { text-align:center; }","Per RTL usare text-align:right (start) sul corpo testo lungo invece di center forzato con !important, escludendo solo titoli/label centrati"
medium,versione,ar/install.html,479,Versione hardcoded 3.4.6 nelle info dei box download; obsoleta vs 3.5.36 e non dovrebbe essere hardcoded.,"righe 479,487,495: 'v3.4.6 · فائق الخفة ...'",Aggiornare a 3.5.36 o rimuovere il numero di versione hardcoded
medium,claim-contraddittorio,best-ad-blocker-2026.html,209,"Claim 'Available for Chrome / Chromium browsers only (for now)' contraddice il resto della pagina che elenca 5 browser (Chrome, Edge, Brave, Opera, Firefox, Safari)",Available for Chrome / Chromium browsers only (for now),"Coerenza con il claim multi-browser (Chrome, Edge, Opera, Firefox, Safari) usato in FAQ/JSON-LD; correggere o rimuovere il 'only'"
medium,claim-contraddittorio,best-ad-blocker-2026.html,638,"Incoerenza interna sui bypass anti-adblock: la tabella assegna AdGuard 14/20 e uBlock 12/20, ma il ranking pone uBlock (#2) sopra AdGuard (#3); inoltre il testo AdGuard dice 'failed on 6 of 20' (=14/20) mentre uBlock non ha dato nel testo",AdGuard ~ 14/20 vs uBlock Origin ~ 12/20 (tabella) contro ordine #2 uBO / #3 AdGuard,Riallineare i numeri di bypass con l'ordine di classifica o giustificare la discrepanza
medium,congruenza,de/best-ad-blocker-2026.html,362,"Conteggio regole incongruente: '107+' in testo e tabella, '144' nel JSON-LD featureList; SSOT=144",'107+ declarativeNetRequest-Regeln' (riga 362); '✔ 107+ Regeln' (riga 657); '144 network blocking rules' (riga 283),Uniformare a 144 in tutti i punti
medium,versione,de/best-ad-blocker-2026.html,237,softwareVersion hardcoded 3.5.29 nel JSON-LD (SSOT reale 3.5.36),"""softwareVersion"": ""3.5.29"" (riga 237)",Allineare a 3.5.36 (o generare da manifest)
medium,congruenza,de/guide.html,599,"Numero regole citato '120' e '6 Sprachen' non congruente con SSOT (144 regole, 15 lingue)","'Über 120 Regeln decken die wichtigsten Werbenetzwerke' (riga 599); '6 Sprachen: Italienisch, Englisch, Deutsch...' (riga 330); tabella lingue mostra solo 6 (righe 687-693)",144 Regeln; 15 Sprachen (allineare elenco/tabella)
medium,link-morto,de/guide.html,8,canonical e hreflang usano URL estensionless/mismatch: canonical /de/guide ma hreflang it/en usano guide.html?lang= (schema incongruente tra pagine),canonical https://adoff.app/de/guide (riga 8); hreflang it https://adoff.app/guide.html (riga 18),Uniformare lo schema URL (estensionless vs .html) coerente con le altre pagine de/
medium,versione,de/install.html,479,Versione ZIP hardcoded v3.4.6 nei box download (SSOT reale 3.5.36),"'v3.4.6 · ultra-leicht · Alle Features' (righe 479,487,495)",Allineare a 3.5.36 o renderla dinamica
medium,congruenza,de/license-guide.html,344,Menziona limite '3 Geräte' e gestione slot device che non esiste nel modello a piano unico,'Der 3-Geräte-Plan deckt drei Browser-Installationen' (riga 344); callout 'Geräte-Slots' 3/5/10 (righe 301-302),Allineare al piano unico senza tier/slot numerati
medium,versione,es/best-ad-blocker-2026.html,237,softwareVersion hardcoded 3.5.29 (SSOT 3.5.36),"""softwareVersion"": ""3.5.29""",Allineare a 3.5.36 o non hardcodare
medium,congruenza,es/best-ad-blocker-2026.html,658,Conteggio regole incongruente: tabella dice '107+ reglas' mentre altrove '144' (SSOT 144),tabella comparativa: 'Bloqueo a nivel de red | ✔ 107+ reglas'; corpo articolo dice 'más de 144 reglas',Uniformare a 144 regole (SSOT)
medium,congruenza,es/guide.html,330,Referral +15 giorni mentre altrove trial 30; e conteggio lingue/regole incongruente,"'6 idiomas: italiano, inglés, alemán, francés, español, portugués' e tabella Idiomas con solo 6 righe; 'Más de 120 reglas' nel Nivel 1",SSOT: 15 lingue e 144 regole; aggiornare '6 idiomas'→15 e '120 reglas'/'144'
medium,versione,es/install.html,480,Versione hardcoded 3.4.6 nei download ZIP (SSOT reale 3.5.36),'v3.4.6 · ultra-ligero · Todas las funciones' (Chrome/Firefox/Safari download-info),Versione reale 3.5.36; la versione non va hardcoded
medium,traduzione,es/license-guide.html,20,meta twitter:title/description in italiano su pagina es,"<meta name=""twitter:title"" content=""Guida Licenze AdOff"" /> ; twitter:description 'Come funzionano le licenze AdOff: piani, dispositivi, attivazione e FAQ.'",Tradurre i meta in spagnolo
medium,testo-illeggibile,es/support.html,154,Label email con asterisco duplicato,"<label for=""email"">Email *<span ...>*</span></label>","Rimuovere l'asterisco duplicato, mostrarne uno solo"
medium,congruenza,fr/guide.html,330,Numero lingue errato: dichiara 6 lingue (SSOT=15) sia nel testo sia nella tabella Langues,"'6 langues : italien, anglais, allemand, français, espagnol, portugais'; tabella Langues elenca solo it/en/de/fr/es/pt","Aggiornare a 15 lingue (it,en,de,fr,es,pt,ru,ar,zh,tr,id,pl,hi,ja,ko)"
medium,congruenza,fr/guide.html,599,Conteggio regole di rete generico/obsoleto: '120 règles' e '4 durées' non allineati (SSOT=144 regole),'Plus de 120 règles couvrent les principaux réseaux publicitaires',Aggiornare a 144 règles (o '140+')
medium,testo-illeggibile,fr/guide.html,6,"Separatore tipografico rotto: trattino sostituito da ', ' (virgola-spazio) in titoli e testo","'Guide Utilisateur ,  AdOff Bloqueur de Publicités'; 'Il fonctionne sur quatre niveaux ,  réseau, page'; 'Niveau 1 ,  Blocage réseau'","Ripristinare il trattino/em dash (— o –) al posto di ' ,  '"
medium,versione,fr/install.html,479,Versione hardcoded e obsoleta v3.4.6 nei box download (SSOT reale 3.5.36; la versione non va hardcoded),'v3.4.6 · ultra-léger · Toutes les fonctionnalités' (Chrome/Firefox/Safari box),Rimuovere il version literal o allineare a 3.5.36 letto a runtime
medium,testo-illeggibile,fr/license-guide.html,752,Mojibake/encoding: 'S' al posto di 'Sì' nelle risposte FAQ (accento perso),"'S, ma ogni browser conta come un dispositivo separato'; 'S. Contattaci tramite il modulo'; 'S. Ogni nuova installazione'; 'S. Offriamo una garanzia'",In francese sarà 'Oui' comunque; correggere il testo (era 'Sì' troncato)
medium,link-morto,fr/license-guide.html,827,CTA finale punta all'ancora #pricing della home IT che non ha sezione pricing dedicata / lingua errata,"<a href=""https://adoff.app/#pricing"" class=""btn-primary"">Vedi i piani di prezzo →</a>",Puntare a /fr/ o alla pagina prezzi francese corretta
medium,link-morto,fr/support.html,122,Link FAQ punta all'ancora della home IT (/#faq) invece della home fr,"<a href=""/#faq"">FAQ</a>",Puntare a /fr/#faq (o /fr/)
medium,testo-illeggibile,guide.html,613,Badge PRO con colore testo viola chiaro hardcoded su sfondo viola chiaro: contrasto insufficiente nel tema LIGHT,"background:rgba(124,92,252,0.18);color:#9d82fd; ... (badge PRO nell'h3 del Livello 3)","Il testo #9d82fd (viola chiaro) su rgba(124,92,252,0.18) compositato su fondo bianco dà un rapporto di contrasto ~2:1, sotto la soglia WCAG. Usare var(--accent-dim)/var(--accent-light) tema-aware (nel"
medium,congruenza,guide.html,537,Bonus referral dichiarato +15 giorni: verificare congruenza col sistema referral reale (possibile valore non aggiornato),"Quando un amico passa a Pro, ricevi +15 giorni Pro gratis",Confermare il valore reale del bonus referral col backend/SSOT referral.
medium,claim-contraddittorio,hi/best-ad-blocker-2026.html,361,Conteggio regole incongruente: JSON-LD dice 144 ma il corpo dice 107+,riga 282 featureList '144 network blocking rules'; riga 361-363 'AdOff 107+ declarativeNetRequest नियमों के माध्यम से',Uniformare a 144 regole
medium,congruenza,hi/guide.html,591,Conteggio regole network errato (120+ invece di 144),riga 591: '120+ नियम प्रमुख विज्ञापन नेटवर्क',144 regole network
medium,congruenza,hi/guide.html,322,Conteggio lingue errato: dice 6 lingue invece di 15,"riga 322 '6 भाषाएँ: इतालवी, अंग्रेज़ी...'; tabella righe 679-685 elenca solo 6 lingue; riga 688",15 lingue supportate
medium,traduzione,hi/guide.html,519,"Referral bonus incongruente: testo dice +15 giorni, prezzi/piano suggeriscono altro",riga 519: 'आपको +15 मुफ़्त Pro दिन मिलते हैं',Verificare il valore referral reale rispetto alla SSOT
medium,link-morto,hi/index.html,260,Link a pricing.html (2x) verso file inesistente in hi/,"riga 260 href=""pricing.html"" (Premium देखें); riga 264 href=""pricing.html"" (compare tutti i piani)",Creare hi/pricing.html o puntare a pagina esistente
medium,traduzione,hi/install.html,10,Meta og:title/description e twitter in inglese su pagina lang=hi,riga 10 og:title 'Install AdOff · Free Ad Blocker'; riga 11 'Download AdOff for Chrome...',Tradurre i meta in hindi
medium,link-morto,hi/license-guide.html,827,"CTA punta a #pricing anchor sulla home, non alla pagina prezzi","riga 827: href=""https://adoff.app/#pricing""",Puntare a pagina pricing valida
medium,traduzione,hi/license-guide.html,7,Meta description/OG/Twitter in italiano su pagina lang=hi,riga 7 description 'Scopri come funzionano le licenze AdOff...'; riga 13 og:title 'Come funzionano le licenze AdOff',Tradurre i meta tag in hindi
medium,traduzione,hi/support.html,7,Meta description e OG title in inglese su pagina lang=hi,riga 7 'Need help with AdOff? Contact our support team...'; riga 10 og:title 'Support · AdOff',Tradurre i meta in hindi
medium,versione,id/best-ad-blocker-2026.html,237,softwareVersion hardcoded 3.5.29 non coincide con SSOT 3.5.36,"""softwareVersion"": ""3.5.29"" (riga 237)",Allineare a 3.5.36 o rendere dinamico
medium,claim-contraddittorio,id/best-ad-blocker-2026.html,348,"Conteggio regole incoerente: JSON-LD dice 144, ma il corpo dice '107+' e '120+' regole","""144 network blocking rules"" (riga 283) vs 'melalui 107+ aturan declarativeNetRequest' (riga 348)",Uniformare a 144 regole
medium,congruenza,id/guide.html,330,Numero lingue errato: dice 6 lingue mentre SSOT=15,"6 bahasa: Italia, Inggris, Jerman, Prancis, Spanyol, Portugis (riga 330); tabella s18 elenca solo 6 lingue (righe 687-693)",Aggiornare a 15 lingue
medium,congruenza,id/guide.html,599,Conteggio regole obsoleto: '120+' invece di 144,Lebih dari 120 aturan (riga 599),Aggiornare a 144 regole
medium,versione,id/install.html,486,Versione ZIP hardcoded 3.4.6 non coincide con SSOT 3.5.36,"v3.4.6 · ultra-ringan (righe 486, 496, 506)",Rimuovere versione hardcoded o allineare a 3.5.36
medium,congruenza,id/license-guide.html,674,"FAQ 'Hemat 17%' e sconto annuale non coerenti col nuovo pricing SSOT (mensile 2,99×12=35,88 vs annuale 29,99)",Tahunan: Hemat 17% dibandingkan bulanan (riga 674),"Ricalcolare o rimuovere la percentuale in base a 2,99/mese vs 29,99/anno"
medium,gui-layout,index.html,90,Il testo hero (.hero-v3__sub) con max-width:30ch resta ancorato al bordo sinistro della colonna ma il testo interno è centrato dal nuclear-center: box stretto a sinistra + testo centrato dà un aspetto disallineato in desktop,style.css:2279-2282 `.hero-v3__sub{ max-width:30ch; }` senza margin-auto in desktop; NUCLEAR CENTER (2098) applica text-align:center !important; i vecchi .hero__sub sono nel blocco margin-auto (2117) ,"Aggiungere .hero-v3__sub (e .hero-v3__title) a text-align:left per >900px, oppure aggiungere margin-inline:auto per coerenza con il centraggio forzato"
medium,claim-contraddittorio,install.html,359,"Sottotitolo compatibilità elenca 5 browser (Chrome, Firefox, Edge, Brave, Opera) omettendo Vivaldi e Safari che sono invece mostrati nella griglia sottostante e nelle FAQ","install.compat.sub"">Chrome, Firefox, Edge, Brave, Opera. Su Windows, macOS, Linux, Android.","Includere Vivaldi e Safari per coerenza con la griglia (compat-grid) e le FAQ (q7), oppure allineare i due elenchi"
medium,congruenza,install.html,810,Requisito macOS incoerente: la nota Safari dice 'macOS Ventura 13 o successivo' mentre le card store (riga 493) dicono 'Safari macOS 13+' e lo ZIP fallback (riga 540) 'macOS Ventura+'; verificare coerenza con la sezione requisiti reale,"Necessario macOS Ventura 13 o successivo, Safari 16.4 o successivo",Uniformare la dicitura del requisito minimo macOS/Safari su tutta la pagina
medium,gui-layout,install.html,252,".browser-tab inattiva ha background #1a1a36 fisso e color #8a8aaa: in tema light le tab dei browser (Chrome/Edge/Brave...) sono grigio-medio su fondo scuro, staccate visivamente dal resto chiaro della pagina e a basso contrasto.",.browser-tab{background:#1a1a36;border:1px solid #2a2a4a;color:#8a8aaa},background: var(--surface-2); border: 1px solid var(--border); color: var(--text-muted).
medium,congruenza,install.html,1096,"Il JS di auto-detect (rami firefox e safari) manipola document.getElementById('recBadge') per spostare il badge 'consigliato', ma nell'HTML non esiste alcun elemento con id='recBadge' (il badge .rec-badge non è mai istanziato nelle download-box). Il codice è morto e le download-box non mostrano mai il badge 'recommended' previsto dagli stili .download-box.recommended / .rec-badge.","var recBadge = document.getElementById('recBadge'); ... dlFF.insertBefore(recBadge, ...) — nessun id=""recBadge"" nel markup","Aggiungere il markup <span class=""rec-badge"" id=""recBadge"">...</span> nella download-box di default, oppure rimuovere il codice JS morto; altrimenti l'indicazione visiva 'consigliato' non appare mai."
medium,testo-illeggibile,it/index.html,266,Le 8 risposte FAQ sono completamente nascoste senza JavaScript: dipendono da un accordion JS che aggiunge la classe .open; nessun fallback <details>/:target.,.faq-answer { max-height: 0; overflow: hidden } e .faq-item.open .faq-answer { max-height: 320px } (style.css:1392-1393); apertura solo via document.querySelectorAll('.faq-question').addEventListener(,"Aggiungere un fallback no-JS: usare <details>/<summary>, oppure una regola CSS che mostri le risposte quando il body non ha la classe js-enabled (es. body:not(.js) .faq-answer{max-height:none}), così "
medium,versione,ja/best-ad-blocker-2026.html,237,softwareVersion hardcoded '3.5.29' nel JSON-LD SoftwareApplication vs SSOT 3.5.36,"""softwareVersion"": ""3.5.29""",Allineare a 3.5.36
medium,congruenza,ja/best-ad-blocker-2026.html,348,Conteggio regole '107以上のルール' incongruente vs SSOT 144 (il featureList dello stesso file dice '144 network blocking rules'),corpo articolo/tabella: '107以上のdeclarativeNetRequestルール' e '107以上のルール'; ma JSON-LD featureList: '144 network blocking rules',Uniformare a 144
medium,versione,ja/guide.html,290,Versione hardcoded 'AdOff v3.1.0' nell'header guida vs SSOT 3.5.36,"<p class=""guide-version"">AdOff v3.1.0 — 最終更新日：2026年4月19日</p>",Allineare a 3.5.36 o rendere dinamica
medium,congruenza,ja/guide.html,330,Conteggio lingue errato: '6か国語' e lista solo 6 lingue vs SSOT 15 lingue,'6か国語：イタリア語、英語、ドイツ語、フランス語、スペイン語、ポルトガル語'; tabella '対応言語' elenca solo it/en/de/fr/es/pt,Aggiornare a 15 lingue e completare la lista
medium,congruenza,ja/guide.html,599,Conteggio regole network errato/incongruente: '120以上' e '107以上' vs SSOT 144,s15 lvl1: '120以上のルールが主要な広告ネットワーク...'; lvl3-tech: '107以上のdeclarativeNetRequestルール' (nota: home dice 144),Usare 144 (o '144+') coerentemente
